"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"SW3";"SW_PUSH_6mm";1;"Right";;;
2;"U1";"RPi_Pico_SMD_TH";1;"Pico";;;
3;"SW2";"SW_PUSH_6mm";1;"Left";;;
4;"DSP1";"SIP-8";1;"~";;;
5;"SW5";"SW_PUSH_6mm";1;"Fire";;;
6;"SW4";"SW_PUSH_6mm";1;"Down";;;
7;"BZ1";"Buzzer_12x9.5RM7.6";1;"Buzzer";;;
8;"SW1";"SW_PUSH_6mm";1;"UP";;;
